LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_chi2dof,L_chi2dofR,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Zchi2dof,Zchi2dofR,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
7846640,0.551495,0.551518,0.551506,1.000042,447,5.3,1.5,6.0,1.4,16.05,0.76,178,109.1,9.2,119.4,8.4,16.21,0.81,1.8133,1.8942,12.3472,0.0616,8.0539,1.8132,1.8236,96.0615,0.0061,7.4412,0.05,4e-05,,Z,5.0,period
8222011,0.35092,0.350914,0.350917,0.999983,264,5.2,2.0,5.3,2.0,15.59,0.46,729,25.2,4.8,25.7,4.9,15.63,0.35,2.8497,2.8923,23.4247,0.0281,8.14,2.8497,2.8532,284.495,0.0019,13.0052,0.11,2e-05,,Z,6.0,amp
8311517,0.523354,0.523359,0.523356,1.00001,331,11.4,1.8,11.5,1.8,15.3,0.74,257,48.6,3.6,50.4,3.7,15.21,0.99,1.9108,1.9567,21.7533,0.0446,9.2461,1.9107,1.9567,21.7439,0.0149,18.7973,0.25,1e-05,,Z,10.0,amp
8331094,0.267543,0.267549,0.267546,1.000022,430,4.1,2.1,5.3,2.3,15.12,0.35,301,9.7,3.3,11.7,3.6,15.07,0.39,3.7377,3.7716,29.4985,0.0298,21.6892,3.7376,3.7431,182.6484,0.0195,22.0613,0.04,2e-05,,Z,8.0,period
8343291,0.569785,0.569791,0.569788,1.000011,474,31.4,3.3,31.8,3.2,14.95,0.7,288,63.3,5.1,63.5,5.1,14.88,0.68,1.755,1.7888,29.6121,0.0427,11.3625,1.755,1.7605,181.4882,0.0139,10.6149,0.02,1e-05,,Z,12.0,period
9063194,0.575781,0.57576,0.57577,0.999964,467,16.1,2.4,24.1,2.9,14.73,0.83,283,24.2,3.1,30.0,3.6,14.79,0.65,1.7368,1.7707,29.4898,0.0781,17.0849,1.7368,1.7424,179.3722,0.0134,14.056,0.18,4e-05,,Z,12.0,period
9236215,0.35257,0.352572,0.352571,1.000006,444,4.2,1.8,4.2,1.7,16.19,0.42,133,13.9,2.8,13.9,2.9,16.21,0.33,2.8363,2.8702,29.5508,0.0352,17.7326,2.8363,2.8391,352.1127,0.0414,22.477,0.09,1e-05,,Z,9.0,amp
9449335,0.47572,0.475695,0.475707,0.999947,257,15.1,2.0,31.2,3.2,15.24,0.89,506,49.0,5.0,110.2,6.0,15.16,1.15,2.1021,2.1359,29.5465,0.1036,11.6301,2.1022,2.1519,20.1045,0.0201,25.436,0.26,5e-05,,Z,11.0,period
9532981,0.591,0.591042,0.591021,1.000071,282,7.4,1.7,10.2,2.2,16.0,0.59,320,68.0,6.2,72.0,6.7,16.06,0.39,1.692,1.6948,357.7818,0.0979,6.5416,1.6919,1.7055,73.6648,0.0066,7.6992,0.2,7e-05,,Z,9.0,period
9918809,0.47946,0.479509,0.479484,1.000102,265,7.8,1.9,8.3,2.2,15.81,0.6,601,161.8,11.6,169.8,11.9,15.72,0.58,2.0857,2.1556,14.3113,0.0438,5.8301,2.0855,2.099,73.7735,0.007,11.8408,0.02,0.0001,,Z,9.0,period
9968431,0.302266,0.302211,0.302238,0.999818,273,2.8,1.7,7.3,2.3,16.08,0.32,323,7.4,2.2,47.0,7.5,16.04,0.38,3.3083,3.4584,6.666,0.0295,5.9893,3.3089,3.4607,6.588,0.0191,9.3307,0.06,0.00018,,Z,7.0,period
9979905,0.338739,0.338739,0.338739,1.0,457,7.9,2.5,7.9,2.5,14.72,0.46,220,11.3,2.3,11.3,2.3,14.69,0.69,2.9521,2.986,29.5072,0.0354,19.9321,2.9521,2.9788,37.5023,0.0051,20.0293,0.23,0.0,,Z,10.0,amp
10030349,0.545073,0.545074,0.545074,1.000002,255,8.7,2.1,8.7,2.1,14.76,0.75,901,34.2,4.4,34.2,4.4,14.68,0.82,1.8346,1.9187,11.8984,0.0863,7.2172,1.8346,1.9187,11.8984,0.0209,6.9202,0.07,0.0,,Z,6.0,amp
10260828,0.380655,0.380643,0.380649,0.999968,280,5.3,2.2,5.5,2.1,15.75,0.35,862,77.3,7.4,79.7,8.0,15.7,0.49,2.6271,2.6976,14.1653,0.0328,9.7681,2.6271,2.6306,284.495,0.0038,25.5513,0.14,3e-05,,Z,8.0,period
10814742,0.462687,0.462683,0.462685,0.999991,257,26.8,2.5,27.2,2.7,14.99,0.9,76,39.9,4.3,40.7,4.2,15.13,0.62,2.1613,2.2185,17.4749,0.0711,6.126,2.1613,2.2405,12.6295,0.0262,7.831,0.28,1e-05,,Z,7.0,amp
11215595,0.54696,0.546943,0.546952,0.999969,338,3.8,1.3,4.2,1.5,15.77,0.87,65,30.7,2.3,27.1,2.8,15.95,0.58,1.8283,1.8623,29.3902,0.0582,7.6094,1.8283,1.8971,14.5465,0.036,5.2378,0.29,3e-05,,Z,6.0,period
16991760,0.549098,0.549096,0.549097,0.999996,260,21.3,2.9,21.4,2.9,15.13,0.75,554,36.3,3.7,35.8,3.7,15.05,1.08,1.8212,1.8889,14.7634,0.085,6.6661,1.8212,1.832,92.2509,0.0022,11.0106,0.33,0.0,,Z,10.0,amp
17247918,0.481867,0.481865,0.481866,0.999996,362,4.9,1.8,4.9,1.8,15.83,0.74,413,41.5,4.6,41.5,4.6,15.88,0.72,2.0753,2.1092,29.4985,0.0392,7.9214,2.0753,2.1115,27.5672,0.0238,7.9255,0.02,0.0,,Z,5.0,period
17275627,0.537775,0.537771,0.537773,0.999993,563,7.8,2.1,8.4,2.0,15.13,0.74,474,27.7,4.8,28.2,4.8,15.08,1.0,1.8595,1.8934,29.5029,0.0502,13.095,1.8595,1.9311,13.9665,0.0201,13.1091,0.26,1e-05,,Z,7.0,amp
17302403,0.488261,0.488343,0.488302,1.000168,328,11.0,2.0,30.4,3.1,15.19,0.73,629,74.4,6.4,166.4,9.0,15.25,0.63,2.0481,2.1187,14.1653,0.0494,9.7174,2.0477,2.0703,44.3754,0.0131,17.8729,0.1,0.00017,,Z,10.0,period
17544856,0.614297,0.614296,0.614296,0.999998,533,9.6,2.0,9.5,2.1,14.73,0.59,537,20.9,3.4,20.9,3.4,14.78,0.77,1.6279,1.6618,29.5072,0.0408,10.6021,1.6279,1.6327,206.3983,0.0063,10.3555,0.18,0.0,,Z,10.0,amp
19775800,0.310856,0.310867,0.310862,1.000035,292,2.2,1.3,2.7,1.3,15.69,0.46,2583,15.1,2.7,27.7,3.8,15.6,0.6,3.2169,3.2846,14.77,0.0215,10.4309,3.2168,3.3225,9.463,0.0004,17.3314,0.14,4e-05,,Z,5.0,period
21488669,0.501644,0.501661,0.501653,1.000034,473,10.9,1.9,13.0,1.8,15.5,0.68,449,52.6,5.7,55.2,5.6,15.47,0.61,1.9934,2.0026,108.9918,0.0946,15.9093,1.9934,1.9981,211.1932,0.0313,17.1139,0.07,3e-05,,Z,8.0,period
21556651,0.614826,0.614808,0.614817,0.999971,572,6.5,1.8,7.5,2.0,15.55,0.66,450,19.1,3.1,20.7,3.1,15.58,0.57,1.6265,1.663,27.3523,0.0608,14.3024,1.6265,1.6295,335.5705,0.013,8.5717,0.09,3e-05,,Z,11.0,period
21619184,0.557343,0.55732,0.557332,0.999959,335,10.1,2.3,12.8,2.6,15.02,0.68,605,21.3,3.7,27.7,3.5,14.93,0.64,1.7942,1.8309,27.2926,0.0625,11.6209,1.7943,1.7972,341.2969,0.0059,13.1416,0.04,4e-05,,Z,10.0,period
21806402,0.592081,0.592104,0.592092,1.000039,592,7.4,1.6,8.6,1.7,15.33,0.55,260,90.8,6.2,93.7,6.1,15.48,0.69,1.689,1.7228,29.5902,0.0515,13.4738,1.6889,1.7033,69.541,0.0038,6.9602,0.14,4e-05,,Z,6.0,period
21874209,0.611295,0.611286,0.61129,0.999985,593,17.9,2.5,18.1,2.5,15.12,0.59,201,67.6,5.9,68.6,5.7,15.09,0.88,1.6359,1.6698,29.4985,0.0793,16.2134,1.6359,1.6887,18.952,0.0094,9.0572,0.29,1e-05,,Z,7.0,amp
21967825,0.540607,0.5406,0.540604,0.999987,263,6.7,1.8,6.7,1.8,15.58,0.63,363,60.2,4.7,61.6,4.5,15.51,0.97,1.8498,1.9263,13.0736,0.0904,8.2069,1.8498,1.9263,13.0745,0.0198,10.9606,0.34,1e-05,,Z,7.0,amp
22244513,0.604149,0.604077,0.604113,0.999881,330,9.2,2.5,16.4,3.0,15.54,0.45,265,130.0,8.1,172.4,9.0,15.48,0.78,1.6552,1.6951,25.0627,0.0391,8.1595,1.6554,1.6736,54.8697,0.005,8.6612,0.33,0.00012,,Z,11.0,period
22319996,0.479505,0.479495,0.4795,0.999979,514,20.6,2.6,25.7,2.8,15.02,0.85,325,57.8,4.9,65.2,4.8,15.01,0.87,2.0855,2.1255,24.9969,0.037,14.1393,2.0855,2.1269,24.1546,0.0084,15.8739,0.02,2e-05,,Z,5.0,period
22518636,0.283996,0.283998,0.283997,1.000007,546,3.5,1.8,3.7,1.8,15.32,0.43,617,8.3,3.0,8.6,3.1,15.31,0.41,3.5212,3.5551,29.5029,0.0308,21.3104,3.5212,3.5267,181.3237,0.0102,23.9308,0.02,1e-05,,Z,8.0,period
22959674,0.405333,0.405409,0.405371,1.000188,274,3.8,1.8,8.5,3.0,15.82,0.3,556,21.6,3.8,40.3,6.6,15.77,0.31,2.4671,2.5377,14.1733,0.0249,5.8527,2.4666,2.4802,73.9919,0.0043,9.9628,0.01,0.00019,,Z,12.0,period
22980793,0.540348,0.540353,0.54035,1.000009,591,9.8,1.9,11.6,1.9,14.67,1.01,712,17.3,2.8,19.4,2.8,14.65,0.96,1.8507,1.8846,29.4768,0.0718,14.3254,1.8506,1.9267,13.1527,0.0234,12.5334,0.05,1e-05,,Z,8.0,period
23135759,0.40273,0.402732,0.402731,1.000005,552,22.1,4.2,22.1,4.1,14.76,0.32,342,27.7,4.4,27.6,4.4,14.71,0.34,2.4831,2.517,29.4898,0.0585,25.8363,2.483,2.4887,178.2531,0.0064,8.3872,0.02,0.0,,Z,12.0,period
23148883,0.39013,0.390124,0.390127,0.999985,491,3.3,1.4,3.4,1.5,15.96,0.35,242,29.9,4.8,30.2,4.7,15.97,0.51,2.5632,2.5972,29.4724,0.0233,19.8298,2.5633,2.5744,90.0901,0.0034,11.8897,0.16,2e-05,,Z,5.0,amp
23184808,0.338821,0.338888,0.338854,1.000198,540,1.9,1.0,10.8,3.0,15.93,0.42,253,40.8,5.7,151.1,14.8,15.94,0.48,2.9514,2.9852,29.5639,0.0328,22.0331,2.9508,2.9782,36.5297,0.0019,8.7578,0.06,0.0002,,Z,8.0,period
23193507,0.473158,0.473174,0.473166,1.000034,559,54.2,3.4,80.2,3.8,14.38,0.78,208,42.8,4.6,57.4,4.6,14.22,1.13,2.1135,2.1688,18.0717,0.0563,17.6388,2.1134,2.1687,18.0783,0.0154,18.2139,0.35,3e-05,,Z,16.0,period
23653629,0.442052,0.442055,0.442054,1.000007,299,15.8,2.4,16.0,2.4,15.57,0.82,516,47.4,4.4,47.6,4.5,15.63,0.74,2.2622,2.333,14.1233,0.0305,4.7632,2.2622,2.2839,46.0405,0.0054,11.9482,0.08,1e-05,,Z,6.0,amp
24019356,0.517473,0.51746,0.517467,0.999975,574,4.2,1.5,4.8,1.5,16.02,0.73,158,44.2,4.6,49.0,4.5,16.05,0.91,1.9325,1.969,27.3973,0.0614,19.2484,1.9325,1.9677,28.4576,0.0154,14.7786,0.18,3e-05,,Z,7.0,period
24020106,0.542397,0.542396,0.542396,0.999998,584,16.0,2.9,16.0,2.9,15.42,0.52,209,54.3,4.5,54.3,4.5,15.27,0.95,1.8437,1.8776,29.4855,0.0433,10.8738,1.8437,1.9232,12.5778,0.0101,9.6939,0.43,0.0,,Z,7.0,amp
24216004,0.382077,0.381912,0.381994,0.999568,546,6.5,1.9,9.2,3.1,16.03,0.3,287,110.6,7.8,188.7,18.5,16.1,0.44,2.6173,2.6511,29.5596,0.0173,12.3717,2.6184,2.6244,167.2241,0.0049,13.3851,0.14,0.00043,,Z,10.0,period
880588,0.600138,0.600134,0.600136,0.999993,295,3.2,1.2,3.3,1.2,16.08,0.91,442,23.4,2.4,23.4,2.4,16.08,0.84,1.6663,1.691,40.5268,0.0618,7.4387,1.6663,1.6736,136.4256,0.0109,14.7971,0.07,1e-05,L,,,
1212611,0.630896,0.630893,0.630894,0.999995,297,0.9,0.9,0.9,0.9,15.64,0.75,478,2.5,1.2,2.3,1.2,15.59,1.01,1.585,1.5962,89.3256,0.0606,10.3725,1.5851,1.6399,18.2199,0.0035,9.7157,0.26,0.0,L,,,
1876491,0.760128,0.760123,0.760126,0.999993,301,2.5,1.2,2.5,1.2,15.74,0.41,609,1.8,1.2,1.8,1.2,15.71,0.36,1.3156,1.3365,47.8813,0.0635,6.5301,1.3156,1.3204,207.0393,0.0104,15.2058,0.05,1e-05,L,,,
3048546,0.656287,0.656293,0.65629,1.000009,291,1.6,1.0,2.0,1.0,15.69,0.88,438,2.7,1.3,3.6,1.3,15.67,0.9,1.5237,1.5407,59.0667,0.0747,7.6335,1.5237,1.5267,331.675,0.019,10.6497,0.02,1e-05,L,,,
5272753,0.485827,0.485831,0.485829,1.000008,601,1.5,0.9,1.5,1.0,15.43,1.09,801,7.2,1.6,7.5,1.7,15.4,1.03,2.0583,2.0861,35.9777,0.0533,14.7049,2.0583,2.0613,337.8378,0.0397,14.6723,0.06,1e-05,L,,,
8610884,0.592421,0.592429,0.592425,1.000014,277,6.3,2.2,6.3,2.2,15.48,0.45,806,35.5,4.3,35.6,4.3,15.39,0.46,1.688,1.7144,37.843,0.0504,9.1348,1.688,1.7101,45.0958,0.006,14.6403,0.01,1e-05,L,,,
8907563,0.513164,0.513164,0.513164,1.0,259,2.8,1.1,2.8,1.1,16.13,0.77,382,38.4,4.6,38.4,4.6,16.09,0.8,1.9487,1.9757,37.0508,0.082,8.2394,1.9487,1.9757,36.9686,0.0328,21.8457,0.03,0.0,L,,,
9852554,0.651339,0.651367,0.651353,1.000043,339,1.1,1.0,1.6,1.1,16.42,0.67,217,46.6,4.5,50.6,5.5,16.53,0.75,1.5353,1.557,46.0617,0.0544,7.4618,1.5352,1.6001,15.4048,0.0257,6.829,0.08,4e-05,L,,,
9961135,0.590896,0.590891,0.590894,0.999992,296,2.6,1.1,2.7,1.1,15.58,0.57,71,4.7,1.8,4.7,1.7,15.56,0.45,1.6923,1.7099,57.0288,0.0961,7.3855,1.6924,1.6977,186.2197,0.0318,7.71,0.12,1e-05,L,,,
10503746,0.573563,0.57357,0.573567,1.000012,264,12.8,2.7,13.7,2.7,14.87,0.83,526,8.1,1.9,8.6,1.9,14.93,0.73,1.7435,1.7576,70.9471,0.07,7.171,1.7435,1.7572,72.7537,0.0058,13.1478,0.1,1e-05,L,,,
21948290,0.511127,0.511115,0.511121,0.999977,354,11.9,2.3,14.5,2.2,15.39,0.76,596,14.7,2.4,16.6,2.7,15.28,0.81,1.9565,1.9796,43.2339,0.0612,8.8706,1.9565,1.9796,43.3557,0.0138,20.4759,0.05,2e-05,L,,,
23596342,0.602841,0.602846,0.602844,1.000008,286,1.8,1.2,1.9,1.2,16.28,0.41,287,15.6,2.9,15.7,2.9,16.39,0.63,1.6588,1.6762,57.5209,0.0517,8.2285,1.6588,1.6719,76.0456,0.0067,11.8652,0.22,1e-05,L,,,
23898397,0.563018,0.562989,0.563004,0.999948,323,7.0,1.6,9.9,1.8,15.53,0.69,439,38.5,3.5,41.3,4.2,15.57,0.6,1.7761,1.7793,318.4713,0.077,8.8803,1.7762,1.8094,30.1477,0.0062,10.1214,0.09,5e-05,L,,,
1882088,0.315984,0.316041,0.316013,1.00018,303,20.5,4.0,68.0,7.3,14.72,0.41,120,4.2,1.5,91.2,6.4,14.63,0.6,3.1647,3.1675,355.8719,0.0176,12.2776,3.1641,3.169,205.1282,0.0178,10.2242,0.19,0.00018,,L,9.0,period
2936953,0.328746,0.328733,0.328739,0.99996,271,13.0,2.7,14.6,3.2,14.88,0.35,187,2.5,1.3,3.3,1.2,14.93,0.29,3.0419,3.1123,14.1995,0.0339,14.705,3.042,3.0448,356.5062,0.04,17.0701,0.06,4e-05,,L,5.0,period
3219035,0.326746,0.326509,0.326627,0.999275,376,23.9,3.9,51.5,7.6,14.83,0.32,168,11.5,2.6,39.5,5.0,14.93,0.23,3.0605,3.1287,14.6692,0.0327,10.1934,3.0627,3.0661,294.1176,0.02,12.0769,0.09,0.00073,,L,10.0,period
4320492,0.361005,0.360942,0.360974,0.999825,480,15.1,3.7,60.7,8.5,14.44,0.26,290,11.2,1.8,59.3,7.9,14.41,0.29,2.77,2.8039,29.5116,0.0479,22.7361,2.7705,2.7761,180.9955,0.0204,18.423,0.03,0.00017,,L,7.0,period
8036191,0.36386,0.363893,0.363877,1.000091,438,7.8,2.2,24.0,2.9,15.0,0.4,175,10.9,1.6,26.7,4.0,14.91,0.6,2.7483,2.7822,29.5116,0.0398,17.86,2.7481,2.8768,7.7688,0.0057,5.4954,0.2,9e-05,,L,8.0,period
10420063,0.487395,0.487394,0.487394,0.999998,488,67.9,4.2,66.2,4.2,13.99,0.97,65,19.5,3.7,19.5,3.7,14.13,0.68,2.0517,2.0857,29.4421,0.0421,10.4333,2.0517,2.1007,20.4207,0.0899,22.549,0.29,0.0,,L,7.0,amp
10662468,0.44518,0.445167,0.445174,0.999971,301,21.3,3.6,21.8,3.8,14.36,0.29,858,4.9,1.8,6.8,2.1,14.37,0.44,2.2463,2.3425,10.3934,0.0216,7.146,2.2463,2.2512,207.0393,0.001,10.763,0.15,3e-05,,L,5.0,period
21688272,0.304803,0.30479,0.304796,0.999957,263,10.4,2.3,13.6,2.5,14.86,0.43,498,5.9,1.8,19.2,2.7,14.82,0.56,3.2808,3.3515,14.1493,0.0264,16.9207,3.281,3.2859,203.4588,0.005,17.0291,0.13,4e-05,,L,5.0,period
2714034,0.610868,0.6108,0.610834,0.999889,536,2.4,1.5,6.4,1.9,15.69,0.46,323,2.7,1.2,27.0,3.2,15.52,0.54,1.637,1.6708,29.5989,0.0533,12.1025,1.6372,1.6427,182.6484,0.0343,14.062,0.08,0.00011,,,5.0,period
5592590,0.346945,0.34698,0.346962,1.000101,603,2.3,1.2,12.7,3.5,15.23,0.35,48,2.0,1.1,3.4,1.8,15.21,0.29,2.8823,2.9162,29.529,0.0308,23.2322,2.882,2.9438,16.1799,0.0338,7.146,0.06,0.0001,,,5.0,period
8799313,0.32756,0.327542,0.327551,0.999945,280,1.3,1.1,1.8,1.1,16.18,0.47,785,3.9,1.6,10.3,2.8,16.15,0.4,3.0529,3.0766,42.1941,0.0282,11.7564,3.053,3.0565,289.8551,0.0021,11.9305,0.07,5e-05,,,5.0,period
62892,0.530776,0.530785,0.53078,1.000017,276,1.1,0.9,1.1,1.0,16.08,0.62,771,19.8,3.2,20.8,3.2,15.96,0.64,1.884,1.9519,14.7319,0.0658,7.1233,1.884,1.9433,16.8634,0.0048,13.1609,0.02,2e-05,,,5.0,
258499,0.401505,0.401504,0.401505,0.999998,275,2.7,1.5,2.7,1.5,15.23,0.34,537,2.9,1.6,3.0,1.7,15.25,0.36,2.4906,2.5613,14.1413,0.0219,8.7935,2.4906,2.5182,36.2384,0.0067,16.4915,0.02,0.0,,Z,8.0,period
664583,0.602994,0.603021,0.603008,1.000045,449,1.8,1.1,2.8,1.4,16.18,0.56,613,11.1,2.5,15.2,2.8,16.14,0.53,1.6584,1.6612,357.7818,0.0407,10.5905,1.6583,1.6666,120.4094,0.0118,13.1021,0.03,4e-05,,,5.0,
843294,0.374216,0.374214,0.374215,0.999995,290,3.3,1.4,3.4,1.4,15.53,0.36,358,5.1,1.7,5.1,1.7,15.44,0.36,2.6723,2.706,29.6252,0.0287,11.4573,2.6723,2.6778,180.1802,0.0114,13.3321,0.0,1e-05,,,5.0,
970326,0.592233,0.592231,0.592232,0.999997,275,1.9,1.1,1.9,1.1,15.91,0.51,552,7.7,2.1,7.6,2.1,15.88,0.75,1.6885,1.7563,14.7656,0.0676,7.0802,1.6885,1.6992,93.2836,0.0052,18.7531,0.24,0.0,,,5.0,
1102647,0.621541,0.621548,0.621544,1.000011,559,2.8,1.3,2.3,1.2,14.8,0.78,285,4.6,1.7,3.8,1.5,14.72,0.79,1.6089,1.6428,29.5116,0.1039,14.9387,1.6089,1.6144,180.9955,0.0444,16.4619,0.01,1e-05,,,5.0,
1271119,0.56527,0.565257,0.565264,0.999977,280,2.9,1.0,3.0,0.9,16.24,0.69,521,45.5,4.0,47.2,4.3,16.3,0.9,1.7691,1.8366,14.806,0.1103,5.8052,1.7691,1.7739,208.3333,0.0071,16.6725,0.21,2e-05,,,5.0,
1784750,0.590825,0.590826,0.590826,1.000002,520,1.2,0.8,1.2,0.8,15.27,0.72,108,6.5,1.7,6.5,1.7,15.24,0.98,1.6925,1.7265,29.4724,0.0442,15.3336,1.6925,1.7718,12.6239,0.0132,4.6072,0.26,0.0,,,5.0,
